timestamp_utc,segment_id,material,install_year,MAOP_bar,location_class,hca_flag,distance_to_building_m,confinement,surface_capping_type,pressure_bar,flow_scm_h,methane_pct_lel,acoustic_index,trigger_channel,route,label_event,label_grade
2025-06-01 00:03:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.6007,121.69,0.89,0.0341,none,normal,normal,
2025-06-01 00:03:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.397,99.28,0.6,0.1421,none,normal,normal,
2025-06-01 00:03:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.4948,96.22,0.93,0.1467,none,normal,normal,
2025-06-01 00:04:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.1988,311.24,1.21,0.1202,none,normal,normal,
2025-06-01 00:04:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8549,54.27,0.6,0.0733,none,normal,normal,
2025-06-01 00:04:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.3988,101.49,0.46,0.1311,none,normal,normal,
2025-06-01 00:04:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.4179,101.97,0.81,0.0843,none,normal,normal,
2025-06-01 00:04:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.5052,94.13,0.17,0.0833,none,normal,normal,
2025-06-01 00:04:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.6037,118.56,1.66,0.0947,none,normal,normal,
2025-06-01 00:05:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.4936,95.81,1.65,0.0055,none,normal,normal,
2025-06-01 00:05:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.5982,118.98,1.94,0.134,none,normal,normal,
2025-06-01 00:05:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8554,57.01,0.57,0.1387,none,normal,normal,
2025-06-01 00:05:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.1852,306.5,0.11,0.1201,none,normal,normal,
2025-06-01 00:05:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.4077,100.18,1.81,0.0629,none,normal,normal,
2025-06-01 00:05:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.4004,98.73,1.11,0.0594,none,normal,normal,
2025-06-01 00:06:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8478,55.36,1.27,0.0159,none,normal,normal,
2025-06-01 00:06:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.5957,119.47,0.93,0.0066,none,normal,normal,
2025-06-01 00:06:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.4038,101.93,1.13,0.1138,none,normal,normal,
2025-06-01 00:06:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.1972,310.3,1.4,0.1257,none,normal,normal,
2025-06-01 00:06:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.4831,95.81,0.22,0.1013,none,normal,normal,
2025-06-01 00:06:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.3994,98.91,0.82,0.066,none,normal,normal,
2025-06-01 00:07:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.4858,95.67,1.73,0.1109,none,normal,normal,
2025-06-01 00:07:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.6041,120.65,1.49,0.1451,none,normal,normal,
2025-06-01 00:07:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8509,55.34,1.93,0.0894,none,normal,normal,
2025-06-01 00:07:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.1993,312.03,1.26,0.1277,none,normal,normal,
2025-06-01 00:07:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.3876,99.52,1.03,0.0019,none,normal,normal,
2025-06-01 00:07:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.4,100.51,1.33,0.0983,none,normal,normal,
2025-06-01 00:08:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.5071,95.36,0.47,0.0933,none,normal,normal,
2025-06-01 00:08:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.4076,100.57,0.65,0.0297,none,normal,normal,
2025-06-01 00:08:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.1941,307.78,0.39,0.0406,none,normal,normal,
2025-06-01 00:08:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.3942,100.38,0.82,0.0141,none,normal,normal,
2025-06-01 00:08:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.5949,118.78,0.94,0.0284,none,normal,normal,
2025-06-01 00:08:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8415,54.57,0.93,0.1177,none,normal,normal,
2025-06-01 00:09:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.4956,95.05,1.03,0.1016,none,normal,normal,
2025-06-01 00:09:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.395,97.52,0.49,0.1002,none,normal,normal,
2025-06-01 00:09:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.208,312.58,1.22,0.0082,none,normal,normal,
2025-06-01 00:09:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.4031,99.4,1.37,0.0224,none,normal,normal,
2025-06-01 00:09:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8532,56.81,1.66,0.1195,none,normal,normal,
2025-06-01 00:09:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.5989,118.74,0.45,0.1005,none,normal,normal,
2025-06-01 00:10:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.5047,94.2,1.79,0.1007,none,normal,normal,
2025-06-01 00:10:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.6074,120.81,1.66,0.1207,none,normal,normal,
2025-06-01 00:10:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.3886,99.28,0.4,0.1288,none,normal,normal,
2025-06-01 00:10:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.1896,310.71,1.77,0.1064,none,normal,normal,
2025-06-01 00:10:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8285,54.76,1.21,0.1302,none,normal,normal,
2025-06-01 00:10:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.4005,99.59,0.28,0.0425,none,normal,normal,
2025-06-01 00:11:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.2093,309.09,0.37,0.147,none,normal,normal,
2025-06-01 00:11:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.4896,91.38,0.7,0.128,none,normal,normal,
2025-06-01 00:11:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8721,54.21,0.75,0.0639,none,normal,normal,
2025-06-01 00:11:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.6012,120.33,1.36,0.021,none,normal,normal,
2025-06-01 00:11:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.4032,98.26,0.94,0.11,none,normal,normal,
2025-06-01 00:11:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.4034,100.47,0.41,0.0813,none,normal,normal,
2025-06-01 00:12:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8491,52.36,0.91,0.0372,none,normal,normal,
2025-06-01 00:12:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.4959,92.09,0.79,0.0412,none,normal,normal,
2025-06-01 00:12:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.6068,120.1,1.57,0.0997,none,normal,normal,
2025-06-01 00:12:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.1935,310.64,1.27,0.0859,none,normal,normal,
2025-06-01 00:12:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.4003,100.05,1.03,0.1113,none,normal,normal,
2025-06-01 00:12:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.3789,99.45,1.22,0.0383,none,normal,normal,
2025-06-01 00:13:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.5854,119.52,0.92,0.0853,none,normal,normal,
2025-06-01 00:13:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.4,101.57,1.95,0.06,none,normal,normal,
2025-06-01 00:13:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.3733,100.59,1.14,0.0157,none,normal,normal,
2025-06-01 00:13:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.2036,311.98,0.6,0.0867,none,normal,normal,
2025-06-01 00:13:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.4981,93.33,0.17,0.0513,none,normal,normal,
2025-06-01 00:13:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8371,53.35,1.63,0.0158,none,normal,normal,
2025-06-01 00:14:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.395,100.73,0.8,0.1313,none,normal,normal,
2025-06-01 00:14:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.2107,309.5,1.88,0.0223,none,normal,normal,
2025-06-01 00:14:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.4851,96.05,2.0,0.0445,none,normal,normal,
2025-06-01 00:14:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.3962,98.87,1.6,0.015,none,normal,normal,
2025-06-01 00:14:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8383,54.45,0.29,0.1237,none,normal,normal,
2025-06-01 00:14:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.5972,122.24,1.34,0.0707,none,normal,normal,
2025-06-01 00:15:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.4099,99.16,1.87,0.1281,none,normal,normal,
2025-06-01 00:15:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.1987,310.52,0.95,0.0179,none,normal,normal,
2025-06-01 00:15:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8401,54.63,1.84,0.0248,none,normal,normal,
2025-06-01 00:15:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.4966,94.79,1.15,0.1496,none,normal,normal,
2025-06-01 00:15:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.5832,119.5,1.27,0.083,none,normal,normal,
2025-06-01 00:15:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.4143,102.76,0.05,0.1469,none,normal,normal,
2025-06-01 00:16:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8462,54.8,0.23,0.0032,none,normal,normal,
2025-06-01 00:16:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.2007,310.24,0.61,0.0642,none,normal,normal,
2025-06-01 00:16:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.4873,92.4,0.78,0.1373,none,normal,normal,
2025-06-01 00:16:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.4004,102.63,1.78,0.0592,none,normal,normal,
2025-06-01 00:16:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.3905,101.46,0.98,0.0948,none,normal,normal,
2025-06-01 00:16:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.6071,121.19,0.06,0.0655,none,normal,normal,
2025-06-01 00:17:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.2033,309.96,0.82,0.0613,none,normal,normal,
2025-06-01 00:17:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.5185,94.74,0.73,0.0101,none,normal,normal,
2025-06-01 00:17:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.3924,98.71,1.83,0.1386,none,normal,normal,
2025-06-01 00:17:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.6086,119.71,1.71,0.0351,none,normal,normal,
2025-06-01 00:17:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.4037,104.77,1.16,0.0614,none,normal,normal,
2025-06-01 00:17:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8473,55.35,0.11,0.0887,none,normal,normal,
2025-06-01 00:18:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.3904,100.66,1.49,0.1147,none,normal,normal,
2025-06-01 00:18:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8601,55.23,0.64,0.0757,none,normal,normal,
2025-06-01 00:18:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.4097,99.46,0.94,0.0295,none,normal,normal,
2025-06-01 00:18:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.1841,306.89,0.63,0.0054,none,normal,normal,
2025-06-01 00:18:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.5908,120.75,0.59,0.0993,none,normal,normal,
2025-06-01 00:18:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.5059,95.48,0.91,0.0952,none,normal,normal,
2025-06-01 00:19:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.85,53.92,0.09,0.0272,none,normal,normal,
2025-06-01 00:19:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.4011,103.67,0.91,0.036,none,normal,normal,
2025-06-01 00:19:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.5957,120.24,1.33,0.061,none,normal,normal,
2025-06-01 00:19:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.5121,94.51,1.92,0.1128,none,normal,normal,
2025-06-01 00:19:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.4003,100.42,0.26,0.0244,none,normal,normal,
2025-06-01 00:19:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.1971,312.91,0.45,0.0859,none,normal,normal,
2025-06-01 00:20:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.491,94.49,1.79,0.0353,none,normal,normal,
2025-06-01 00:20:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8781,58.14,1.14,0.0624,none,normal,normal,
2025-06-01 00:20:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.4042,97.09,1.91,0.0365,none,normal,normal,
2025-06-01 00:20:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.4015,100.62,0.52,0.0879,none,normal,normal,
2025-06-01 00:20:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.6046,119.01,0.05,0.0135,none,normal,normal,
2025-06-01 00:20:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.2035,309.39,1.3,0.0979,none,normal,normal,
2025-06-01 00:21:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.3985,102.18,1.63,0.1291,none,normal,normal,
2025-06-01 00:21:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.588,120.73,0.32,0.0752,none,normal,normal,
2025-06-01 00:21:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8424,53.33,1.67,0.0078,none,normal,normal,
2025-06-01 00:21:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.2062,309.49,1.1,0.0647,none,normal,normal,
2025-06-01 00:21:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.3856,99.91,1.76,0.0417,none,normal,normal,
2025-06-01 00:21:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.4838,95.72,1.06,0.1113,none,normal,normal,
2025-06-01 00:22:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.4083,97.99,1.04,0.0703,none,normal,normal,
2025-06-01 00:22:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8548,52.38,1.69,0.1354,none,normal,normal,
2025-06-01 00:22:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.2001,313.9,1.03,0.1105,none,normal,normal,
2025-06-01 00:22:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.5078,95.41,0.6,0.0362,none,normal,normal,
2025-06-01 00:22:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.3936,99.91,0.67,0.1196,none,normal,normal,
2025-06-01 00:22:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.6048,120.67,0.89,0.0572,none,normal,normal,
2025-06-01 00:23:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.3995,100.42,0.96,0.1439,none,normal,normal,
2025-06-01 00:23:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.2009,310.87,1.01,0.078,none,normal,normal,
2025-06-01 00:23:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.4145,99.88,1.55,0.0174,none,normal,normal,
2025-06-01 00:23:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8389,54.29,1.56,0.0964,none,normal,normal,
2025-06-01 00:23:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.5958,119.88,0.72,0.0131,none,normal,normal,
2025-06-01 00:23:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.5084,95.52,1.75,0.0425,none,normal,normal,
2025-06-01 00:24:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.1922,310.65,1.67,0.0741,none,normal,normal,
2025-06-01 00:24:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.5868,118.5,1.82,0.105,none,normal,normal,
2025-06-01 00:24:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.5042,95.58,1.57,0.0658,none,normal,normal,
2025-06-01 00:24:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.4006,97.16,0.22,0.0379,none,normal,normal,
2025-06-01 00:24:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8471,54.84,1.07,0.0771,none,normal,normal,
2025-06-01 00:24:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.3977,97.61,0.39,0.0231,none,normal,normal,
2025-06-01 00:25:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.5063,96.88,1.35,0.1222,none,normal,normal,
2025-06-01 00:25:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8647,51.15,0.77,0.0959,none,normal,normal,
2025-06-01 00:25:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.3978,99.84,1.75,0.1352,none,normal,normal,
2025-06-01 00:25:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.4132,104.21,1.87,0.1471,none,normal,normal,
2025-06-01 00:25:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.5962,121.95,1.56,0.1075,none,normal,normal,
2025-06-01 00:25:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.2061,311.0,1.68,0.0083,none,normal,normal,
2025-06-01 00:26:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.4095,98.33,1.91,0.0108,none,normal,normal,
2025-06-01 00:26:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.853,54.44,0.96,0.0625,none,normal,normal,
2025-06-01 00:26:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.1971,310.68,0.35,0.0471,none,normal,normal,
2025-06-01 00:26:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.4024,99.77,1.58,0.0406,none,normal,normal,
2025-06-01 00:26:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.495,94.35,0.37,0.0843,none,normal,normal,
2025-06-01 00:26:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.5907,119.69,0.19,0.1354,none,normal,normal,
2025-06-01 00:27:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.6084,117.41,0.61,0.0869,none,normal,normal,
2025-06-01 00:27:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.4029,101.87,1.11,0.0145,none,normal,normal,
2025-06-01 00:27:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.515,94.31,1.91,0.0769,none,normal,normal,
2025-06-01 00:27:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8673,52.7,0.73,0.0491,none,normal,normal,
2025-06-01 00:27:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.4011,99.39,0.22,0.1249,none,normal,normal,
2025-06-01 00:27:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.1817,309.5,1.65,0.1285,none,normal,normal,
2025-06-01 00:28:00+00:00,SEG-005B,PE,2010,4.0,2,False,30.0,below_pavement,asphalt,3.4065,99.58,1.1,0.0751,none,normal,normal,
2025-06-01 00:28:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.5941,117.83,1.52,0.1079,none,normal,normal,
2025-06-01 00:28:00+00:00,SEG-002,cast_iron,1975,1.0,2,False,45.0,open_row,soil,0.8494,53.42,0.59,0.1423,none,normal,normal,
2025-06-01 00:28:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.2136,311.34,1.2,0.018,none,normal,normal,
2025-06-01 00:28:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.4975,96.43,1.92,0.0155,none,normal,normal,
2025-06-01 00:28:00+00:00,SEG-005A,PE,2010,4.0,2,False,30.0,open_row,soil,3.383,98.75,1.08,0.0248,none,normal,normal,
2025-06-01 00:29:00+00:00,SEG-001,PE,2008,4.0,3,True,8.0,below_pavement,asphalt,3.6023,120.03,1.17,0.0975,none,normal,normal,
2025-06-01 00:29:00+00:00,SEG-003,steel,1992,7.0,1,False,120.0,open_row,grass,6.1704,309.18,1.99,0.1158,none,normal,normal,
2025-06-01 00:29:00+00:00,SEG-004,PE,2015,4.0,3,True,5.0,below_pavement,concrete,3.4922,91.52,0.13,0.0683,none,normal,normal,
